15	13	15	13	17	5	16	5	28	21	31	21	33	23	34	23	56	48	57	48	104	62	110	62
456	194	462	194	1393	688	1412	688	5216	2554	5336	2554	3175	1495	3220	1495	2275	1082	2317	1082	1919	904	1954	904
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	11	6	11	6	0	1	0	1	0	1	0	1	6	2	6	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	15	20	15	130	83	145	87	787	524	787	524	172	108	172	108	118	68	118	68	218	117	229	118
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	7	4	26	13	26	13	270	194	270	194	160	116	160	116	59	39	59	39	152	127	152	127
453	155	463	155	1333	460	1328	460	14961	5657	14961	5657	12558	6043	12558	6043	2044	703	2044	703	10527	4882	10540	4883
166	154	166	154	579	573	579	573	4351	3946	4351	3946	6328	5578	6328	5578	1093	935	1093	935	4053	3919	4055	3919
7	31	7	31	21	109	21	109	224	547	224	547	207	321	207	321	82	122	82	122	92	362	92	362
97	38	97	38	412	173	412	173	2091	888	2093	888	1404	475	1406	475	1137	412	1137	412	1139	476	1137	476
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	3	2	0	0	0	0	29	20	28	20	6	3	6	3	16	15	14	15	45	36	44	36
280	140	292	140	1219	536	1282	536	3825	1767	3867	1767	3154	1549	3190	1549	1846	800	1873	800	1773	816	1797	816
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	11	21	11	124	78	130	78	252	116	252	116	121	72	121	72	163	93	163	93	177	99	175	99
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	8	0	8	0	8	5	8	5	9	4	9	4	3	2	3	2	15	4	15	4
0	0	0	0	3	0	3	0	3	3	3	3	0	0	0	0	0	0	0	0	5	0	4	0
1	0	1	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
532	147	531	147	1682	497	1692	497	11422	3173	11422	3173	11132	3183	11132	3183	4163	1398	4163	1398	8435	2403	8437	2404
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	3	4	3	4	3	4	3	0	0	0	0	5	4	5	4
107	86	110	86	129	101	124	98	660	357	660	357	448	438	448	438	436	411	436	411	473	441	478	442
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	42	77	42	371	207	371	207	428	211	428	211	347	168	347	168	760	379	759	379	203	104	205	104
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	2	1	12	6	12	6	4	6	4	6	6	11	6	11	2	5	2	5	1	5	1	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	6	3	6	3	0	0	0	0	2	1	2	1	6	3	6	3	9	6	9	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	4	2	4	2	0	0	0	0
2	1	2	1	0	0	0	0	2	1	2	1	3	2	3	2	6	3	6	3	2	1	2	1
319	193	319	193	799	484	799	484	1810	1051	1810	1051	1311	784	1311	784	1784	1077	1784	1077	1178	691	1178	691
91	47	91	47	220	122	220	122	917	463	917	463	400	211	400	211	563	297	563	297	254	135	254	135
7	5	7	5	28	15	28	15	174	94	174	94	12	7	12	7	46	26	46	26	25	13	25	13
2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	4	2	4	2
8	4	8	4	9	6	9	6	0	0	0	0	28	15	28	15	18	10	18	10	60	31	60	31
10	5	10	5	99	47	99	47	28	14	28	14	405	209	405	209	96	49	96	49	83	44	83	44
274	144	274	144	2434	1290	2434	1290	410	214	410	214	5415	2819	5415	2819	853	443	853	443	1045	547	1045	547
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	21	35	21	266	141	266	141	259	140	259	140	237	126	237	126	200	108	200	108	82	41	82	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	6	13	6	26	13	26	13	88	44	88	44	81	41	81	41	81	42	81	42	20	10	20	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1
104	54	104	54	298	154	298	154	1241	630	1241	630	976	493	976	493	571	297	571	297	476	238	476	238
0	0	0	0	0	0	0	0	9	5	9	5	0	0	0	0	4	1	4	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	2	4	2	2	1	2	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	2	1	0	0	0	0	12	5	12	5	5	2	5	2	8	5	8	5	6	3	6	3
168	87	168	87	245	129	245	129	1315	673	1315	673	1558	788	1558	788	1295	665	1295	665	648	335	648	335
93	49	93	49	187	100	187	100	752	410	752	410	855	465	855	465	1083	561	1083	561	529	286	529	286
777	415	777	415	1863	992	1863	992	5861	3020	5861	3020	4524	2338	4524	2338	3928	2061	3928	2061	3026	1572	3026	1572
66	33	66	33	106	53	106	53	369	186	369	186	305	153	305	153	159	80	159	80	147	74	147	74
8	4	8	4	7	3	7	3	144	71	144	71	139	71	139	71	20	9	20	9	79	42	79	42
0	0	0	0	0	0	0	0	20	14	20	14	29	15	29	15	7	4	7	4	9	5	9	5
259	135	259	135	783	405	783	405	1850	951	1850	951	1405	722	1405	722	876	448	876	448	1050	540	1050	540
9	6	9	6	4	2	4	2	70	36	70	36	28	15	28	15	67	37	67	37	21	11	21	11
27	14	27	14	69	37	69	37	365	190	365	190	220	116	220	116	267	141	267	141	213	117	213	117
